92,1
38,59
40,36
53,78
48,92
19,27
62,40
13,7
71,57
42,72
29,31
33,70
43,21
43,80
19,29
42,23
92,93
10,59
53,31
98,11
15,41
51,2
59,30
9,63
75,67
56,69
21,36
30,59
95,8
29,10
89,92
33,53
90,24
78,49
79,1
89,34
84,36
60,77
68,55
78,96
41,87
82,37
73,37
55,11
14,65
74,39
15,4
92,95
18,91
82,16
15,25
91,29
50,49
82,24
45,56
8,69
75,48
45,23
20,51
33,60
42,44
34,62
82,63
13,74
4,14
46,23
97,62
69,6
91,12
58,91
32,11
64,17
53,23
8,38
98,88
16,7
78,62
39,86
19,30
66,69
35,13
68,38
94,21
13,45
90,15
65,55
90,7
40,13
43,9
72,87
92,5
84,93
27,58
73,55
62,28
21,25
30,82
64,44
82,75
35,85
