78,43
10,30
5,70
26,98
49,66
44,58
68,69
19,4
47,74
51,78
84,15
42,65
41,15
46,23
49,85
69,28
68,85
31,98
35,16
34,34
96,27
53,87
7,1
5,95
43,13
14,92
21,9
2,74
6,56
75,11
70,86
60,70
74,32
80,89
90,29
91,40
83,36
60,51
77,56
25,35
70,35
97,91
63,34
76,81
26,64
8,15
50,51
54,64
90,88
34,47
84,25
29,76
55,80
18,98
91,89
6,24
27,30
15,25
56,97
3,29
8,53
7,51
73,97
7,62
39,42
24,95
96,72
83,87
4,59
40,63
41,40
84,17
50,88
33,82
81,77
48,70
23,29
76,77
67,36
13,68
93,89
23,72
64,74
93,78
25,67
81,24
36,70
85,89
60,4
45,45
84,64
36,96
32,95
2,28
10,25
43,8
59,63
45,90
55,50
32,13
