29,88
63,23
16,40
51,64
50,25
68,97
60,75
77,1
25,17
89,24
1,34
61,44
79,17
50,29
96,27
6,30
15,67
28,45
92,17
58,18
77,68
16,62
67,26
64,96
1,80
18,67
55,41
44,31
53,3
38,45
25,3
8,21
55,81
95,13
77,26
62,90
24,55
97,63
96,81
9,69
32,54
2,56
93,3
14,59
48,89
53,61
93,44
61,43
34,98
36,5
30,68
59,29
49,22
46,12
73,28
79,98
85,79
15,43
23,23
88,84
96,79
94,51
87,45
78,83
7,4
20,41
72,74
55,88
15,86
42,4
25,44
75,31
66,6
77,62
3,1
39,57
6,71
27,62
92,70
94,34
72,38
65,82
30,71
47,95
59,43
31,11
34,97
41,65
66,84
19,70
81,26
5,13
41,6
98,83
45,48
38,80
75,14
56,72
36,44
12,60
