35,18
21,60
32,20
16,24
34,91
6,7
85,12
68,32
60,93
92,54
22,46
32,15
71,25
67,95
63,6
32,4
42,50
62,63
72,15
60,65
72,35
76,88
70,68
59,83
92,7
66,19
55,91
73,9
15,44
69,59
53,65
65,87
84,39
23,37
25,26
54,50
71,16
44,86
64,23
14,10
32,3
92,62
82,17
88,60
30,86
17,90
93,13
22,31
79,20
97,10
2,63
62,33
70,10
95,2
54,42
79,94
74,57
87,65
13,60
55,73
30,80
61,19
41,21
14,1
68,46
88,16
10,53
17,94
36,68
43,77
23,57
8,24
92,3
12,58
27,18
55,52
95,6
9,12
5,15
5,11
26,71
29,76
54,38
76,9
25,90
15,7
85,19
15,86
52,94
64,95
98,7
62,35
21,37
76,53
1,7
38,25
94,98
75,92
94,83
16,10
